Symbol,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
SPY,2007-03-13 00:00:00-04:00,98.84951213876603,99.26556550968391,97.3404672914513,97.48855590820312,190605200,0.0,0.0,0.0
SPY,2007-03-14 00:00:00-04:00,97.61541455657522,98.27121976409704,96.43074945381467,98.21480560302734,231853800,0.0,0.0,0.0
SPY,2007-03-15 00:00:00-04:00,97.99622017664441,98.71548737378905,97.87634410377072,98.34880065917969,132435900,0.0,0.0,0.0
SPY,2007-03-16 00:00:00-04:00,98.62562402128114,98.8521757591001,97.78315230046171,98.07341766357422,121531600,0.551,0.0,0.0
SPY,2007-03-19 00:00:00-04:00,98.59017908703049,99.34769896266127,98.5123033129243,99.25566101074219,96161200,0.0,0.0,0.0
SPY,2007-03-20 00:00:00-04:00,99.17073733993516,99.85745732151958,99.08578585440456,99.80081939697266,82147400,0.0,0.0,0.0
SPY,2007-03-21 00:00:00-04:00,99.89287937455674,101.69816365514525,99.69465199627578,101.44329833984375,152368700,0.0,0.0,0.0
SPY,2007-03-22 00:00:00-04:00,101.57781467845719,101.71940412332572,101.08932191146587,101.36542510986328,118942200,0.0,0.0,0.0
SPY,2007-03-23 00:00:00-04:00,101.43621568396574,101.81143253870489,101.34417769230404,101.51409149169922,74416800,0.0,0.0,0.0
SPY,2007-03-26 00:00:00-04:00,101.59200541196866,101.69819482481468,100.5937817208752,101.3796157836914,113787500,0.0,0.0,0.0
SPY,2007-03-27 00:00:00-04:00,101.32292012543763,101.3512444877892,100.80611393960184,101.13885498046875,99864600,0.0,0.0,0.0
SPY,2007-03-28 00:00:00-04:00,100.62912878622768,100.86275617401077,100.00612241880611,100.402587890625,152907900,0.0,0.0,0.0
SPY,2007-03-29 00:00:00-04:00,100.91234244885267,100.96190470090995,99.95660549892595,100.5088119506836,139432700,0.0,0.0,0.0
SPY,2007-03-30 00:00:00-04:00,100.6999660213437,101.12473440818115,99.51059077251506,100.5300521850586,128194100,0.0,0.0,0.0
SPY,2007-04-02 00:00:00-04:00,100.64326477050781,100.85565423162366,100.16184793847344,100.64326477050781,79416400,0.0,0.0,0.0
SPY,2007-04-03 00:00:00-04:00,101.21677076689619,101.93180456140827,101.17429500916444,101.72650146484375,82417800,0.0,0.0,0.0
SPY,2007-04-04 00:00:00-04:00,101.7264687153319,101.91053387377318,101.35125190605324,101.8397445678711,63995200,0.0,0.0,0.0
SPY,2007-04-05 00:00:00-04:00,101.71234156086004,102.25747233667985,101.66986580217498,102.11588287353516,46822800,0.0,0.0,0.0
SPY,2007-04-09 00:00:00-04:00,102.4061190470777,102.51231922724554,102.05214005168153,102.25745391845703,50967400,0.0,0.0,0.0
SPY,2007-04-10 00:00:00-04:00,102.17953455210179,102.54767557511208,102.13705881917309,102.37776184082031,56620000,0.0,0.0,0.0
SPY,2007-04-11 00:00:00-04:00,102.5264513951472,102.55476495335363,101.62025549386459,101.9600830078125,106365700,0.0,0.0,0.0
SPY,2007-04-12 00:00:00-04:00,101.7618272899135,102.59721205606981,101.47863777399786,102.41314697265625,115534400,0.0,0.0,0.0
SPY,2007-04-13 00:00:00-04:00,102.58311077760756,102.88046264648438,102.20081820739462,102.88046264648438,84287000,0.0,0.0,0.0
SPY,2007-04-16 00:00:00-04:00,103.24149437405103,103.97069009401854,103.23441868449252,103.85741424560547,83064600,0.0,0.0,0.0
SPY,2007-04-17 00:00:00-04:00,104.04860103755247,104.353017830094,103.82204926419614,104.13355255126953,108424100,0.0,0.0,0.0
SPY,2007-04-18 00:00:00-04:00,103.78662534637226,104.56537250144034,103.76538747503454,104.26095581054688,88345300,0.0,0.0,0.0
SPY,2007-04-19 00:00:00-04:00,103.75124451389155,104.35300231757203,103.61673076878016,104.23265075683594,102947700,0.0,0.0,0.0
SPY,2007-04-20 00:00:00-04:00,104.93355690345123,105.21673583984375,104.09816067670054,105.21673583984375,124114100,0.0,0.0,0.0
SPY,2007-04-23 00:00:00-04:00,105.03970140834363,105.2945666631971,104.75652259298616,104.82023620605469,77270800,0.0,0.0,0.0
SPY,2007-04-24 00:00:00-04:00,104.94062301316701,105.06097459027296,104.29638937131547,104.86274719238281,114471000,0.0,0.0,0.0
SPY,2007-04-25 00:00:00-04:00,105.29461578319415,105.95302249978744,104.79197153106392,105.8255844116211,108418800,0.0,0.0,0.0
SPY,2007-04-26 00:00:00-04:00,105.83257393457167,106.0520390381495,105.55647093288107,105.94583892822266,88741600,0.0,0.0,0.0
SPY,2007-04-27 00:00:00-04:00,105.54941301504206,106.00959201080798,105.37242358649611,105.86091613769531,108191100,0.0,0.0,0.0
SPY,2007-04-30 00:00:00-04:00,105.93882554144592,106.00962565636597,104.92645087409068,104.98307800292969,100874100,0.0,0.0,0.0
SPY,2007-05-01 00:00:00-04:00,105.07511622777393,105.81847422578025,104.54414777242383,105.25210571289062,134342700,0.0,0.0,0.0
SPY,2007-05-02 00:00:00-04:00,105.41492648228493,106.15828443422798,105.30873711882744,105.8680191040039,87129800,0.0,0.0,0.0
SPY,2007-05-03 00:00:00-04:00,106.1724398447833,106.47685653566467,106.00252607150887,106.44146728515625,86569700,0.0,0.0,0.0
SPY,2007-05-04 00:00:00-04:00,106.72464205743724,106.98658299571143,106.34942527460912,106.8449935913086,96409000,0.0,0.0,0.0
SPY,2007-05-07 00:00:00-04:00,106.816705271778,107.04324621183734,106.76714302710715,106.86625671386719,63461400,0.0,0.0,0.0
SPY,2007-05-08 00:00:00-04:00,106.60431122352101,106.84501433800241,106.2857323011096,106.72466278076172,80584000,0.0,0.0,0.0
SPY,2007-05-09 00:00:00-04:00,106.64680475749995,108.19015898950944,106.45565305114373,107.01494598388672,102070100,0.0,0.0,0.0
SPY,2007-05-10 00:00:00-04:00,106.71047895734947,106.91579277415788,105.67686659178791,105.89633178710938,153617800,0.0,0.0,0.0
SPY,2007-05-11 00:00:00-04:00,106.01670983297765,106.85209508248244,105.99547195731782,106.80254364013672,113408900,0.0,0.0,0.0
SPY,2007-05-14 00:00:00-04:00,106.8025514020141,107.11405467110582,106.04503110648811,106.56892395019531,108027500,0.0,0.0,0.0
SPY,2007-05-15 00:00:00-04:00,106.68926382356359,107.36890822729471,106.3282091481141,106.59723663330078,180673300,0.0,0.0,0.0
SPY,2007-05-16 00:00:00-04:00,106.76004756648325,107.3476538872421,106.46270656126426,107.326416015625,114166500,0.0,0.0,0.0
SPY,2007-05-17 00:00:00-04:00,107.17067449055178,107.58129138469182,106.97952282545987,107.1140365600586,101132800,0.0,0.0,0.0
SPY,2007-05-18 00:00:00-04:00,107.61668342905917,108.04853820800783,107.47509400044571,108.04853820800781,99182000,0.0,0.0,0.0
SPY,2007-05-21 00:00:00-04:00,108.0202448437595,108.48041327345277,107.96360690120629,107.9919204711914,174664600,0.0,0.0,0.0
SPY,2007-05-22 00:00:00-04:00,108.10520984425197,108.43087535391949,107.87866884835728,107.906982421875,82148800,0.0,0.0,0.0
SPY,2007-05-23 00:00:00-04:00,108.28214376281313,108.67152271481521,107.86445125183764,107.92108917236328,133786600,0.0,0.0,0.0
SPY,2007-05-24 00:00:00-04:00,107.98482132736217,108.46623833321958,106.71758139602306,106.94412231445312,187593000,0.0,0.0,0.0
SPY,2007-05-25 00:00:00-04:00,107.25563060774823,107.62377177053055,107.02907887601107,107.39014434814453,83309200,0.0,0.0,0.0
SPY,2007-05-29 00:00:00-04:00,107.5671590473849,107.96361386825824,107.2202556778289,107.77954864501953,82020000,0.0,0.0,0.0
SPY,2007-05-30 00:00:00-04:00,107.22734956668474,108.69989305930243,107.14238724022202,108.65741729736328,129013600,0.0,0.0,0.0
SPY,2007-05-31 00:00:00-04:00,108.79191488933135,108.94766652832058,108.40253579185831,108.54413604736328,114866700,0.0,0.0,0.0
SPY,2007-06-01 00:00:00-04:00,108.94059438036264,109.30872480941879,108.67864254122352,109.08218383789062,107771700,0.0,0.0,0.0
SPY,2007-06-04 00:00:00-04:00,108.69983278681212,109.30160122083656,108.65735704842515,109.09629821777344,78008800,0.0,0.0,0.0
SPY,2007-06-05 00:00:00-04:00,108.84149454999317,108.95475964889954,108.21848789437767,108.66450500488281,126917900,0.0,0.0,0.0
SPY,2007-06-06 00:00:00-04:00,108.21840429580057,108.28211789020133,107.4325708904625,107.49628448486328,164096800,0.0,0.0,0.0
SPY,2007-06-07 00:00:00-04:00,107.29812757277921,107.96360991311599,105.52823232830188,105.55655670166016,232414600,0.0,0.0,0.0
SPY,2007-06-08 00:00:00-04:00,105.89633450730177,107.03614705646403,105.54943127839873,106.92994689941406,175886000,0.0,0.0,0.0
SPY,2007-06-11 00:00:00-04:00,106.85208478120505,107.57420489176725,106.68925748265008,107.1140365600586,102015600,0.0,0.0,0.0
SPY,2007-06-12 00:00:00-04:00,106.6679586259421,107.2838782137347,105.8750496575126,105.94583892822266,233898000,0.0,0.0,0.0
SPY,2007-06-13 00:00:00-04:00,106.54766955122645,107.65916869789665,105.99546322440331,107.53173065185547,193208200,0.0,0.0,0.0
SPY,2007-06-14 00:00:00-04:00,107.65211429208719,108.40254820080206,107.63087641184688,108.2184829711914,146396500,0.0,0.0,0.0
SPY,2007-06-15 00:00:00-04:00,108.88394010849649,109.2536679019173,108.7346234143197,108.83417510986328,154030800,0.656,0.0,0.0
SPY,2007-06-18 00:00:00-04:00,109.05456745549229,109.06167364003542,108.54264009083222,108.70616912841797,88537500,0.0,0.0,0.0
SPY,2007-06-19 00:00:00-04:00,108.46445192010913,109.05459083782182,108.32935844086731,108.97637939453125,110851700,0.0,0.0,0.0
SPY,2007-06-20 00:00:00-04:00,109.19679349332193,109.19679349332193,107.3339528737486,107.46192932128906,177119700,0.0,0.0,0.0
SPY,2007-06-21 00:00:00-04:00,107.41930757415523,108.15164642994912,106.82916843663472,108.05921173095703,205262000,0.0,0.0,0.0
SPY,2007-06-22 00:00:00-04:00,107.73213750361839,107.90988983741238,106.54475321577155,107.0424575805664,204964700,0.0,0.0,0.0
SPY,2007-06-25 00:00:00-04:00,106.8220722267332,107.54018792303981,105.95463976034807,106.53055572509766,232014400,0.0,0.0,0.0
SPY,2007-06-26 00:00:00-04:00,106.80074814957092,106.97850053519097,105.42849409102898,105.43560028076172,198445700,0.0,0.0,0.0
SPY,2007-06-27 00:00:00-04:00,105.32177770981427,107.05664158799006,105.27200186699797,106.93576049804688,213638000,0.0,0.0,0.0
SPY,2007-06-28 00:00:00-04:00,106.92161560058594,107.65395454175616,106.41679406534858,106.92161560058594,157705000,0.0,0.0,0.0
SPY,2007-06-29 00:00:00-04:00,107.29132865150343,107.8245857737259,106.04706203298433,106.9571533203125,199701800,0.0,0.0,0.0
SPY,2007-07-02 00:00:00-04:00,107.26999065958627,108.01655274084776,107.19889622512612,107.92411804199219,103357000,0.0,0.0,0.0
SPY,2007-07-03 00:00:00-04:00,108.2013833152068,108.42891148459788,108.06630066991364,108.31514739990234,54048400,0.0,0.0,0.0
SPY,2007-07-05 00:00:00-04:00,108.3577854841016,108.47154954702731,107.81031627340568,108.20136260986328,89279000,0.0,0.0,0.0
SPY,2007-07-06 00:00:00-04:00,108.343618753536,108.90531142099884,108.02365583562873,108.77021789550781,81109000,0.0,0.0,0.0
SPY,2007-07-09 00:00:00-04:00,108.89817334315805,109.04037301550741,108.51422229376122,108.85551452636719,72348100,0.0,0.0,0.0
SPY,2007-07-10 00:00:00-04:00,108.27957524872946,108.50710337710612,107.19884918635519,107.30549621582031,180362600,0.0,0.0,0.0
SPY,2007-07-11 00:00:00-04:00,107.18465920014393,108.10897352227863,107.02113008788015,108.06631469726562,175607600,0.0,0.0,0.0
SPY,2007-07-12 00:00:00-04:00,108.33648610888099,110.02869175427449,108.31515669731226,109.7727279663086,133882500,0.0,0.0,0.0
SPY,2007-07-13 00:00:00-04:00,109.90068790115433,110.53348560134985,109.7727006144911,110.09976959228516,111794300,0.0,0.0,0.0
SPY,2007-07-16 00:00:00-04:00,110.19930483181132,110.58324497399232,109.90778849565025,110.08554077148438,98378700,0.0,0.0,0.0
SPY,2007-07-17 00:00:00-04:00,110.15661715715522,110.5476742698638,109.97886491039098,110.02864074707031,126201300,0.0,0.0,0.0
SPY,2007-07-18 00:00:00-04:00,109.65898182109989,110.06426240552537,108.99774825595466,109.82962799072266,237887400,0.0,0.0,0.0
SPY,2007-07-19 00:00:00-04:00,110.34864178862838,110.5832761607978,110.02868977172136,110.25621795654297,145212700,0.0,0.0,0.0
SPY,2007-07-20 00:00:00-04:00,110.12822554840218,110.19933081515656,108.66354818604219,109.13992309570312,245502500,0.0,0.0,0.0
SPY,2007-07-23 00:00:00-04:00,109.62338879719677,110.00733982512465,108.9977081040171,109.47408294677734,121183900,0.0,0.0,0.0
SPY,2007-07-24 00:00:00-04:00,108.86973773296494,109.69451110346088,107.19175539432932,107.5757064819336,256732400,0.0,0.0,0.0
SPY,2007-07-25 00:00:00-04:00,108.08759785466145,108.3506677290911,106.82910880962827,107.79608154296875,265214500,0.0,0.0,0.0
SPY,2007-07-26 00:00:00-04:00,106.78650328952334,107.22021945654538,104.08466540557333,105.24361419677734,467592500,0.0,0.0,0.0
SPY,2007-07-27 00:00:00-04:00,105.37870152151609,105.84795945155197,103.13190935073371,103.17456817626953,422987600,0.0,0.0,0.0
SPY,2007-07-30 00:00:00-04:00,103.75759430222135,105.0942954171898,103.30254872997668,104.78856658935547,283017500,0.0,0.0,0.0
SPY,2007-07-31 00:00:00-04:00,105.46398778144942,106.26743158703673,103.12476161884405,103.6082534790039,316976700,0.0,0.0,0.0
SPY,2007-08-01 00:00:00-04:00,103.2242985995771,104.5254465881186,102.34976042172198,104.1130599975586,467670000,0.0,0.0,0.0
SPY,2007-08-02 00:00:00-04:00,104.34767523465813,105.05868422307695,103.28116175202987,104.94493103027344,294758400,0.0,0.0,0.0
SPY,2007-08-03 00:00:00-04:00,104.7174974250046,104.93080248380637,101.81657683308006,102.2431869506836,359398200,0.0,0.0,0.0
SPY,2007-08-06 00:00:00-04:00,102.53465409387479,104.39749495485249,101.34015284967252,103.95667266845703,324980000,0.0,0.0,0.0
SPY,2007-08-07 00:00:00-04:00,103.76468588864435,105.94037233633357,103.25986457570215,105.06583404541016,232568700,0.0,0.0,0.0
SPY,2007-08-08 00:00:00-04:00,105.5209235271555,107.07091904467197,104.7601381471521,106.53055572509766,274930600,0.0,0.0,0.0
SPY,2007-08-09 00:00:00-04:00,104.82415032511393,105.90488806008524,103.3025900669548,103.37369537353516,357622100,0.0,0.0,0.0
SPY,2007-08-10 00:00:00-04:00,102.66263142549028,104.16286146831699,101.759646585241,102.8901596069336,411018400,0.0,0.0,0.0
SPY,2007-08-13 00:00:00-04:00,104.1628880245662,104.44018128568293,103.11059703996219,103.25990295410156,181917200,0.0,0.0,0.0
SPY,2007-08-14 00:00:00-04:00,103.59404358392112,103.85000734301609,101.47523909699828,101.68142700195312,264134500,0.0,0.0,0.0
SPY,2007-08-15 00:00:00-04:00,101.47522455947416,102.71238435938544,99.98210103713774,100.28072357177734,323834000,0.0,0.0,0.0
SPY,2007-08-16 00:00:00-04:00,99.39197575966504,101.63166134976886,97.40826477616613,101.03441619873047,546743700,0.0,0.0,0.0
SPY,2007-08-17 00:00:00-04:00,103.4518521750179,103.67226332007809,100.529603545593,102.8901596069336,388218100,0.0,0.0,0.0
SPY,2007-08-20 00:00:00-04:00,103.21721950071496,103.4305244620344,101.88051853564473,102.84038543701172,187320400,0.0,0.0,0.0
SPY,2007-08-21 00:00:00-04:00,102.81198436899415,103.7860639722346,102.48491520523568,103.0466079711914,157066400,0.0,0.0,0.0
SPY,2007-08-22 00:00:00-04:00,103.81442486827818,104.37612807913783,103.33094393404961,104.26947021484375,173156700,0.0,0.0,0.0
SPY,2007-08-23 00:00:00-04:00,104.76008484576978,104.98049594491077,103.53004206238195,104.17706298828125,203915300,0.0,0.0,0.0
SPY,2007-08-24 00:00:00-04:00,104.14864058418917,105.4640121459961,104.00644089216327,105.4640121459961,128901900,0.0,0.0,0.0
SPY,2007-08-27 00:00:00-04:00,105.12276421283177,105.464045752272,104.32642615527853,104.48284912109375,113024300,0.0,0.0,0.0
SPY,2007-08-28 00:00:00-04:00,103.9211363364834,103.98512457858372,102.00141312947649,102.18627166748047,219790700,0.0,0.0,0.0
SPY,2007-08-29 00:00:00-04:00,102.6483879895385,104.33348706026301,102.35688248203277,104.19127655029297,207654200,0.0,0.0,0.0
SPY,2007-08-30 00:00:00-04:00,103.41628195520511,104.6534418208646,103.31674110503519,103.91398620605469,191817300,0.0,0.0,0.0
SPY,2007-08-31 00:00:00-04:00,104.98050213811864,105.58486428682347,104.39748024623536,104.9378433227539,185477500,0.0,0.0,0.0
SPY,2007-09-04 00:00:00-04:00,104.83831248987833,106.63716503726795,104.8027598572969,105.99726104736328,120062000,0.0,0.0,0.0
SPY,2007-09-05 00:00:00-04:00,105.37158694242267,105.48535104593309,104.51837786437859,105.08007049560547,166261800,0.0,0.0,0.0
SPY,2007-09-06 00:00:00-04:00,105.19376720882414,105.66303569832058,104.60362850520924,105.3217544555664,127878400,0.0,0.0,0.0
SPY,2007-09-07 00:00:00-04:00,104.14862987007886,104.4401462606844,103.2811977340731,103.85712432861328,235447600,0.0,0.0,0.0
SPY,2007-09-10 00:00:00-04:00,104.1771028524754,104.31930256609583,102.61999049284634,103.6580581665039,192305900,0.0,0.0,0.0
SPY,2007-09-11 00:00:00-04:00,103.97800623863326,105.01607376408587,103.89979477993687,104.86676788330078,162081900,0.0,0.0,0.0
SPY,2007-09-12 00:00:00-04:00,104.72456851221692,105.54223582201948,104.50415733668984,105.13695526123047,149554600,0.0,0.0,0.0
SPY,2007-09-13 00:00:00-04:00,105.62043240034643,106.260336422908,105.37157480871649,105.87639617919922,154079000,0.0,0.0,0.0
SPY,2007-09-14 00:00:00-04:00,105.20095350347437,106.00438673206422,105.04453057065676,105.86929321289062,121911000,0.0,0.0,0.0
SPY,2007-09-17 00:00:00-04:00,105.44977430355377,105.69151483139942,104.96629324786247,105.30046844482422,109870800,0.0,0.0,0.0
SPY,2007-09-18 00:00:00-04:00,105.81953730151847,108.42894067017568,105.32183285843482,108.40050506591797,263759500,0.0,0.0,0.0
SPY,2007-09-19 00:00:00-04:00,109.07591975491695,109.77270570619461,108.57821550400433,109.04036712646484,193779900,0.0,0.0,0.0
SPY,2007-09-20 00:00:00-04:00,109.02615186769903,109.09014009410267,108.15161355943016,108.2724838256836,175186800,0.0,0.0,0.0
SPY,2007-09-21 00:00:00-04:00,109.09333651422706,109.38622500145081,108.4003847433084,108.56468963623047,141457500,0.719,0.0,0.0
SPY,2007-09-24 00:00:00-04:00,108.88616590829473,109.1719254134068,108.12892229581617,108.36466979980469,139450200,0.0,0.0,0.0
SPY,2007-09-25 00:00:00-04:00,107.73599417234459,108.34322349465286,107.49310680366486,108.15033721923828,142289900,0.0,0.0,0.0
SPY,2007-09-26 00:00:00-04:00,108.764708729483,109.13619058979369,108.15033949538076,108.72184753417969,135547000,0.0,0.0,0.0
SPY,2007-09-27 00:00:00-04:00,109.23617779709515,109.37191215046812,108.7218217741063,109.36476135253906,102713300,0.0,0.0,0.0
SPY,2007-09-28 00:00:00-04:00,109.19329818853284,109.43618546379507,108.57177840693211,109.00041198730469,133372100,0.0,0.0,0.0
SPY,2007-10-01 00:00:00-04:00,109.01470159986468,110.55061859653755,108.94325903697562,110.2291488647461,148162300,0.0,0.0,0.0
SPY,2007-10-02 00:00:00-04:00,110.45063677923447,110.47920727210574,109.8791288163397,110.07915496826172,112978800,0.0,0.0,0.0
SPY,2007-10-03 00:00:00-04:00,109.87915002032769,110.30778380036654,109.30764194714584,109.85771942138672,119055900,0.0,0.0,0.0
SPY,2007-10-04 00:00:00-04:00,110.09346660132992,110.20061959573395,109.72198471971295,110.0291748046875,76864400,0.0,0.0,0.0
SPY,2007-10-05 00:00:00-04:00,110.75067291434169,111.51506710974644,110.46492439117786,111.33647155761719,134579700,0.0,0.0,0.0
SPY,2007-10-08 00:00:00-04:00,111.00785584345148,111.07929842769843,110.56494234282258,110.74353790283203,71280400,0.0,0.0,0.0
SPY,2007-10-09 00:00:00-04:00,111.15791092999768,111.80085075942415,110.75070771091295,111.78656005859375,94054300,0.0,0.0,0.0
SPY,2007-10-10 00:00:00-04:00,111.47220508308999,111.75796453265616,111.02215166351195,111.60079956054688,101711100,0.0,0.0,0.0
SPY,2007-10-11 00:00:00-04:00,112.10800205889078,112.52949587385572,110.40062890525138,111.06501007080078,233529100,0.0,0.0,0.0
SPY,2007-10-12 00:00:00-04:00,111.05792634190831,111.69372643448031,110.92219190069402,111.67943572998047,124546700,0.0,0.0,0.0
SPY,2007-10-15 00:00:00-04:00,111.63653315852743,111.7008249540377,109.97202097090087,110.73640441894531,161151900,0.0,0.0,0.0
SPY,2007-10-16 00:00:00-04:00,110.30778380036654,110.38636629668666,109.6362626319236,109.85771942138672,166525700,0.0,0.0,0.0
SPY,2007-10-17 00:00:00-04:00,110.71499285837439,110.79357536660275,108.9218967713965,110.19349670410156,216687300,0.0,0.0,0.0
SPY,2007-10-18 00:00:00-04:00,109.62197082326915,110.15061769322023,109.35765283859848,109.79342651367188,148367500,0.0,0.0,0.0
