Symbol,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
SPY,2010-01-04 00:00:00-05:00,84.5568348724195,85.32436789377836,83.90969659866086,85.27922058105469,118944600,0.0,0.0,0.0
SPY,2010-01-05 00:00:00-05:00,85.22653543105451,85.5425780599743,84.91801352591102,85.50495147705078,111579900,0.0,0.0,0.0
SPY,2010-01-06 00:00:00-05:00,85.42217328121302,85.77584247522753,85.35445232457717,85.56514739990234,116074400,0.0,0.0,0.0
SPY,2010-01-07 00:00:00-05:00,85.40712884356047,86.03169336625015,85.16633364386222,85.92634582519531,131091100,0.0,0.0,0.0
SPY,2010-01-08 00:00:00-05:00,85.70062772483587,86.24994501578084,85.52755916456051,86.21231842041016,126402800,0.0,0.0,0.0
SPY,2010-01-11 00:00:00-05:00,86.59603326821822,86.63365409885208,85.9639424588763,86.3326644897461,106375700,0.0,0.0,0.0
SPY,2010-01-12 00:00:00-05:00,85.76082618462416,85.9414212083933,85.1964617119599,85.52755737304688,163333500,0.0,0.0,0.0
SPY,2010-01-13 00:00:00-05:00,85.74576144610687,86.49072658099615,85.30932401049846,86.24993133544922,161822000,0.0,0.0,0.0
SPY,2010-01-14 00:00:00-05:00,86.15206645696605,86.64118319816191,86.09939269966858,86.48316192626953,115718800,0.0,0.0,0.0
SPY,2010-01-15 00:00:00-05:00,86.33270956199317,86.41547772900245,85.18140131615793,85.51249694824219,212283100,0.0,0.0,0.0
SPY,2010-01-19 00:00:00-05:00,85.4974182627762,86.63366741613515,85.47483887171444,86.58099365234375,139172700,0.0,0.0,0.0
SPY,2010-01-20 00:00:00-05:00,85.99403802491253,86.12195917612536,85.01581036498037,85.70056915283203,216490200,0.0,0.0,0.0
SPY,2010-01-21 00:00:00-05:00,85.72315406332326,85.98652286249157,83.94728767320377,84.0526351928711,344859600,0.0,0.0,0.0
SPY,2010-01-22 00:00:00-05:00,83.67642318167962,84.08276622454132,82.08867759866888,82.1789779663086,345942400,0.0,0.0,0.0
SPY,2010-01-25 00:00:00-05:00,82.93143729804183,83.08193786266743,82.32945226256795,82.600341796875,186937500,0.0,0.0,0.0
SPY,2010-01-26 00:00:00-05:00,82.27680797306766,83.12712073935386,82.05106564102746,82.25423431396484,211168800,0.0,0.0,0.0
